level_0,index,id,time,orig_time,first_time,mat_time,balance_time,LTV_time,interest_rate_time,rate_time,hpi_time,gdp_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,default_time,payoff_time,status_time
45,464056,36904,60,13,16,134,54032.07,57.56295351,6.25,3.54,189.82,2.836358176,0,0,1,1,730,89.9,6.25,0,0,0
31,40107,4133,60,25,29,145,89733.97,82.28807887,7.375,5.15,189.82,2.836358176,0,0,1,0,633,80,7.375,0,0,0
13,463886,36895,29,13,16,134,74909.85,46.89342548,6.125,3.54,217.37,1.69296867,1,0,0,1,680,69.9,6.125,1,0,1
11,40010,4121,39,25,28,146,211193.93,111.9145039,8.6,5.15,158.16,-0.241080652,0,0,0,0,622,80,8.6,1,0,1
11,39993,4119,39,25,28,146,207794.52,113.4753432,7.3,5.15,158.16,-0.241080652,0,0,0,0,683,80,7.3,1,0,1
46,463778,36887,60,13,15,133,76372.15,35.87244337,6,3.54,189.82,2.836358176,0,0,1,1,759,56.7,6,0,0,0
46,463713,36885,60,13,15,133,157035.17,28.04104799,6.375,3.54,189.82,2.836358176,0,0,1,0,733,67.7,6.375,0,0,0
18,39960,4116,46,25,28,145,301192.36,128.0694974,7.7,5.15,155.61,1.175909032,0,0,0,0,611,90,7.7,1,0,1
45,463664,36883,60,13,16,73,28008.93,18.40330504,5.625,3.54,189.82,2.836358176,0,0,0,1,800,72.9,5.625,0,0,0
45,463607,36880,60,13,16,73,33322.48,14.21482207,5.375,3.54,189.82,2.836358176,1,0,0,1,793,59.5,5.375,0,0,0
45,463561,36879,60,13,16,73,18933.33,16.06595668,5.75,3.54,189.82,2.836358176,0,0,1,1,767,69.4,5.75,0,0,0
11,39876,4108,39,25,28,146,151119.91,114.4612368,7.4,5.15,158.16,-0.241080652,0,0,0,0,638,80,7.4,1,0,1
31,39864,4107,59,25,28,146,236215.16,67.02296068,2,5.15,187.65,2.443647565,0,0,0,0,672,85,0,1,0,1
40,463442,36873,60,18,21,139,48487.15,63.65843576,6.75,4.14,189.82,2.836358176,0,0,1,1,765,76,6.75,0,0,0
46,463389,36870,60,12,15,73,23040.08,15.83637752,5.5,3.83,189.82,2.836358176,0,0,1,1,752,68.1,5.5,0,0,0
46,463342,36869,60,12,15,73,3960.69,2.406613674,5.75,3.83,189.82,2.836358176,1,0,0,1,683,56.3,5.75,0,0,0
14,39752,4099,42,25,28,146,154193.05,111.1398162,6.2,5.15,161,3.02949864,0,0,0,0,690,80,6.2,1,0,1
13,39733,4097,41,25,28,146,318227.4,146.5937312,4.75,5.15,161.06,2.682496806,0,0,0,0,608,95,4.75,1,0,1
12,39709,4092,40,25,28,145,288000,115.8901479,7,5.15,156.21,1.585965512,0,0,0,0,611,80,7,1,0,1
13,39676,4087,41,25,28,146,94732.69,117.2685825,8,5.15,161.06,2.682496806,0,0,0,0,591,80,8,1,0,1
47,463236,36854,60,12,14,72,29956.56,15.23867576,5.5,3.83,189.82,2.836358176,0,0,1,0,681,80,5.5,0,0,0
22,39650,4082,50,25,28,146,151671.72,125.5475721,2,5.15,158.94,2.366409899,0,0,0,0,634,80,9.3,1,0,1
46,463143,36846,60,12,15,72,23406.92,10.75636674,6.25,3.83,189.82,2.836358176,0,0,0,1,772,53.6,6.25,0,0,0
22,39550,4071,50,24,28,145,489760.76,84.32722291,2,4.86,158.94,2.366409899,0,0,0,0,640,62,2,1,0,1
47,462922,36838,60,11,14,132,284924.99,45.40767074,6.625,3.83,189.82,2.836358176,0,0,1,0,801,80,6.625,0,0,0
19,39488,4064,47,25,28,145,240244.73,121.1502874,9,5.15,149.58,1.668182319,0,0,0,0,699,80,9,1,0,1
21,39457,4062,49,25,28,146,188700.29,110.2387728,4.75,5.15,154.94,2.456633821,0,0,1,0,643,80,4.75,1,0,1
24,462763,36829,38,12,14,132,179842.97,66.96493522,6.5,3.83,158.77,-3.339549297,0,0,1,1,768,80,6.5,1,0,1
26,462738,36828,47,18,21,139,110486.6,100.634612,6.25,4.14,149.58,1.668182319,0,0,0,1,716,88.6,6.25,1,0,1
21,462694,36825,41,18,20,138,111558.23,74.00981651,6.625,4.14,161.06,2.682496806,0,0,0,1,743,68.6,6.625,1,0,1
11,39413,4053,39,25,28,145,246323.9,108.4620442,8.25,5.15,158.16,-0.241080652,0,0,1,1,639,77.8,7.7,1,0,1
32,39401,4052,60,25,28,146,149305.4,72.67372427,4.875,5.15,189.82,2.836358176,0,0,1,0,548,79.7,4.875,0,0,0
41,462604,36817,60,18,20,138,143630.89,65.03640695,5.75,4.14,189.82,2.836358176,0,1,0,1,638,80,5.75,0,0,0
47,462562,36816,60,11,14,131,116297.4,58.07313712,8,3.83,189.82,2.836358176,0,1,0,0,716,95,8,0,0,0
32,39351,4047,60,25,28,145,453116.74,85.268158,8.2,5.15,189.82,2.836358176,0,0,1,0,599,80,8.2,0,0,0
13,39315,4044,41,25,28,145,83318.92,109.4050885,8.55,5.15,161.06,2.682496806,0,0,0,1,611,80,8.55,1,0,1
32,39285,4040,60,25,28,145,98395.05,95.36555327,8.8,5.15,189.82,2.836358176,0,0,1,0,639,85,8.8,0,0,0
48,462323,36804,60,11,13,131,24442.5,39.88682605,8.125,3.83,189.82,2.836358176,0,0,1,0,749,90,8.125,0,0,0
32,39216,4033,60,25,28,145,173629.37,96.30269999,2,5.15,189.82,2.836358176,0,0,1,0,630,93,7.8,0,0,0
35,462249,36800,54,18,20,138,34305.87,82.85761014,7.125,4.14,179.97,1.507358708,0,0,0,1,790,90,7.125,1,0,1
32,39177,4030,60,25,28,145,96849.46,100.3974672,2,5.15,189.82,2.836358176,0,0,1,0,608,95,9.4,0,0,0
18,39127,4025,46,25,28,145,113650.66,111.6704089,8.7,5.15,155.61,1.175909032,0,0,1,0,629,80,8.7,1,0,1
32,39069,4020,60,25,28,145,155783.74,106.1224996,5,5.15,189.82,2.836358176,0,0,1,0,598,100,9.88,0,0,0
22,39092,4021,50,25,28,146,175706.41,112.2301881,5,5.15,158.94,2.366409899,0,0,1,0,581,80,7.5,1,0,1
44,462125,36788,60,14,17,75,80556.11,16.11859179,5.375,3.96,189.82,2.836358176,0,0,1,1,735,57.3,5.375,0,0,0
11,39036,4019,39,25,28,145,149859.94,111.6742468,8.7,5.15,158.16,-0.241080652,0,0,1,0,591,80,8.7,1,0,1
47,462066,36784,60,11,14,132,119596.17,48.42192874,6.625,3.83,189.82,2.836358176,0,0,0,1,678,80,6.625,0,0,0
41,461996,36782,60,18,20,138,86634.92,61.37178386,6,4.14,189.82,2.836358176,0,0,1,1,742,75,6,0,0,0
34,461931,36778,60,25,27,145,403310.98,76.92781934,6.5,5.15,189.82,2.836358176,0,0,1,0,756,80,6.5,0,0,0
11,461896,36777,38,25,27,145,516000,114.0215406,6.875,5.15,158.77,-3.339549297,0,0,1,0,738,80,6.875,1,0,1
16,38963,4006,44,25,28,145,319960.9,118.7580035,5,5.15,150.91,1.875514938,0,0,1,0,638,80,5,1,0,1
26,461834,36773,52,25,27,145,443866.44,91.03702268,7.125,5.15,161.13,1.081049418,0,0,1,0,664,70.1,7.125,1,0,1
18,461807,36772,45,24,27,145,299999.75,86.68553505,6.5,4.86,154.87,1.639154926,0,0,1,0,747,60,6.5,1,0,1
32,38924,4002,60,25,28,145,68559.79,93.9449889,4.81,5.15,189.82,2.836358176,0,0,1,0,592,80,10.25,0,0,0
32,38851,3995,60,25,28,146,142881.78,71.56872631,5.88,5.15,189.82,2.836358176,0,0,1,0,640,80,5.88,0,0,0
35,461724,36763,60,23,26,144,280366.78,93.6469018,3.5,4.39,189.82,2.836358176,1,0,0,0,731,80,3.5,0,0,0
33,38797,3991,60,25,27,146,105950.59,105.2556765,5.501,5.15,189.82,2.836358176,0,0,1,0,647,95,5.501,0,0,0
35,461663,36759,60,24,26,144,42821.52,80.10083847,7.375,4.86,189.82,2.836358176,0,0,1,0,658,84.9,7.375,0,0,0
35,461627,36758,60,24,26,144,245498.33,76.14662141,6.375,4.86,189.82,2.836358176,0,0,0,1,663,64.6,6.375,0,0,0
11,38737,3987,39,25,28,145,163950.46,114.4267293,7.25,5.15,158.16,-0.241080652,0,1,0,0,683,80,7.25,1,0,1
15,38753,3988,43,25,28,145,105600,116.0164061,8.5,5.15,156.04,2.694110549,0,0,1,0,600,80,8.5,1,0,1
35,461570,36755,60,24,26,144,110266.09,70.22230858,6.625,4.86,189.82,2.836358176,0,0,0,1,705,59.7,6.625,0,0,0
32,38725,3986,60,25,28,145,149070.54,71.08454851,8.99,5.15,189.82,2.836358176,0,0,1,0,539,60,8.99,0,0,0
35,461530,36753,60,23,26,144,192309.77,81.75297375,6.875,4.39,189.82,2.836358176,0,0,1,0,711,70,6.875,0,0,0
15,38687,3984,43,25,28,145,226068.04,132.1955722,5.18,5.15,156.04,2.694110549,0,1,0,0,604,90,5.18,1,0,1
14,461493,36751,40,23,26,144,187862.79,96.17137413,6.875,4.39,156.21,1.585965512,0,0,1,0,693,70,6.875,1,0,1
22,38669,3982,49,25,27,145,135467.11,92.09010168,7.5,5.15,154.94,2.456633821,0,0,1,0,605,64,7.5,1,0,1
32,38601,3979,60,25,28,145,153565.86,66.56142513,7,5.15,189.82,2.836358176,0,0,1,0,667,62.9,7,0,0,0
33,38635,3980,60,25,27,145,146894.39,90.73425851,6.95,5.15,189.82,2.836358176,0,0,1,0,614,80,6.95,0,0,0
28,461462,36747,41,11,13,131,200247.18,77.56805979,8.125,3.83,161.06,2.682496806,0,0,1,0,685,95,8.125,1,0,1
18,38553,3977,46,25,28,145,95237.6,115.4130867,7.975,5.15,155.61,1.175909032,0,0,0,0,665,80,7.975,1,0,1
19,38534,3976,47,25,28,145,130653.02,144.3802662,2,5.15,149.58,1.668182319,0,0,1,0,551,90,9.475,1,0,1
11,461418,36742,37,23,26,143,160970.31,73.78756412,6.375,4.39,153.35,-4.146710947,0,0,1,1,743,51,6.375,1,0,1
11,38509,3972,39,25,28,145,95000.22,120.392484,7.99,5.15,158.16,-0.241080652,0,0,1,0,648,85,7.99,1,0,1
13,461402,36740,36,20,23,141,266889.38,101.7344489,7.75,4.5,151.48,-3.516567987,0,0,0,1,646,80,7.75,1,0,1
13,38497,3971,41,25,28,145,69533.67,132.1990644,9.3,5.15,161.06,2.682496806,0,0,1,0,592,95,9.3,1,0,1
19,38442,3968,47,25,28,145,134280.7,112.8581495,2,5.15,149.58,1.668182319,0,0,1,0,587,75,2,1,0,1
32,38475,3969,60,25,28,145,339374.45,75.62809354,2,5.15,189.82,2.836358176,0,0,0,0,741,94.4,6.8,0,0,0
12,461343,36736,38,22,26,143,187942.51,109.1912639,7.25,4.34,158.77,-3.339549297,0,0,1,1,650,80,7.25,1,0,1
48,461284,36733,60,10,13,131,66247.77,36.35812713,6.875,3.63,189.82,2.836358176,1,0,0,1,783,61.4,6.875,0,0,0
21,38419,3964,49,25,28,185,185182.59,138.6970913,2,5.15,154.94,2.456633821,0,0,1,0,576,80,2,1,0,1
28,461148,36728,48,17,20,77,151715.09,48.94906112,4.875,4.62,146.45,2.715902885,0,0,0,0,687,65.3,4.875,1,0,1
31,461113,36726,49,15,18,76,61402.86,42.04222045,6,4.27,154.94,2.456633821,0,0,1,0,730,69.4,6,1,0,1
12,38310,3947,40,25,28,145,105387.62,112.255394,7.875,5.15,156.21,1.585965512,0,0,1,0,598,80,7.875,1,0,1
32,38295,3945,60,25,28,145,209983.05,86.3196429,2,5.15,189.82,2.836358176,0,0,1,0,658,85,0,0,0,0
38,460946,36713,60,21,23,141,222173.76,64.31152727,6.25,3.94,189.82,2.836358176,1,0,0,0,630,68.4,6.25,0,0,0
11,38241,3942,39,25,28,145,57670.19,126.9424078,10.988,5.15,158.16,-0.241080652,0,0,1,1,620,90,10.988,1,0,1
38,460857,36709,60,21,23,141,86049.32,87.66717092,6.75,3.94,189.82,2.836358176,0,0,1,1,777,80,6.75,0,0,0
19,460811,36707,41,20,22,140,265841.28,86.56165729,6.125,4.5,161.06,2.682496806,0,0,1,0,703,70,6.125,1,0,1
11,460745,36704,35,21,24,142,67539.26,100.8427206,8.3,3.94,162.09,-2.805844087,0,1,0,0,716,80,8.3,1,0,1
11,460733,36703,35,21,24,141,129494.02,99.79047408,8.25,3.94,162.09,-2.805844087,0,0,1,0,612,79.9,6.35,1,0,1
32,38208,3934,60,25,28,145,319596.38,81.06388004,3.521,5.15,189.82,2.836358176,0,0,1,0,649,80,3.521,0,0,0
16,38175,3933,44,25,28,146,348898.44,127.1190312,3.75,5.15,150.91,1.875514938,0,0,1,0,674,80,3.75,1,0,1
13,38158,3932,40,25,27,145,88539.68,112.5096119,3.95,5.15,156.21,1.585965512,1,0,0,0,686,80,3.95,1,0,1
33,38105,3927,60,25,27,146,246634.86,82.8227223,2,5.15,189.82,2.836358176,0,0,1,0,605,90,0,0,0,0
17,38028,3920,44,25,27,145,0,0,8.8,5.15,150.91,1.875514938,0,0,1,0,619,75,8.8,0,0,0
36,460632,36688,60,21,24,141,186426.21,54.61388575,6.1,3.94,189.82,2.836358176,0,0,1,0,637,71.7,6.1,0,0,0
33,37995,3917,60,24,27,185,455063.97,90.91625009,4,4.86,189.82,2.836358176,0,0,1,0,530,85,4,0,0,0
18,460585,36685,42,20,24,141,168346.39,94.56342179,6.45,4.5,161,3.02949864,0,0,1,0,637,79.9,6.45,1,0,1
15,37961,3916,42,24,27,184,469921.03,108.8455802,7.95,4.86,161,3.02949864,0,0,0,1,702,80,7.95,1,0,1
22,37945,3915,49,25,27,145,135011.67,91.65142872,5.25,5.15,154.94,2.456633821,0,0,1,0,540,58.1,5.25,1,0,1
14,37916,3913,41,25,27,145,157525.67,92.60428912,5.94,5.15,161.06,2.682496806,0,0,1,0,632,85,5.94,1,0,1
11,37893,3909,38,25,27,185,239149.73,89.72033343,7.1,5.15,158.77,-3.339549297,0,0,1,0,585,63.7,7.1,1,0,1
43,460520,36677,55,10,12,130,50883,48.96291345,2.349,3.63,180.07,2.422274869,0,0,1,0,654,80,0,1,0,1
33,37881,3908,60,25,27,145,129447.37,109.0586669,8.75,5.15,189.82,2.836358176,0,0,1,0,618,95,8.75,0,0,0
26,37847,3907,53,25,27,145,86675.08,46.61208778,2,5.15,173.17,0.892996155,0,0,1,0,632,80,2,1,0,1
33,37811,3905,60,25,27,145,134238.46,64.01184515,2,5.15,189.82,2.836358176,1,0,0,0,633,80,2,0,0,0
11,37768,3902,38,25,27,145,105310.54,111.1821297,6.99,5.15,158.77,-3.339549297,0,0,1,1,687,80,6.99,1,0,1
48,460444,36670,60,12,12,130,64408.47,61.05112195,4.875,3.83,189.82,2.836358176,0,0,1,0,515,85,0,0,0,0
33,37756,3901,60,24,27,145,284418.2,94.17344559,6,4.86,189.82,2.836358176,0,0,1,0,590,85,6,0,0,0
29,37718,3899,56,24,27,144,30837.02,46.9506195,2.073,4.86,181.43,1.717052906,1,0,0,0,553,85,2.073,1,0,1
11,37673,3897,38,25,27,145,239988.54,114.0160961,7.89,5.15,158.77,-3.339549297,0,0,1,0,611,80,7.89,1,0,1
19,37644,3893,46,24,27,145,109393.52,116.5154106,6.5,4.86,155.61,1.175909032,0,0,1,0,518,80,6.5,1,0,1
12,37603,3889,39,24,27,145,112383.31,138.2516638,7.99,4.86,158.16,-0.241080652,0,0,1,0,684,100,7.99,1,0,1
22,460333,36657,48,24,26,144,350964.53,129.2078198,5,4.86,146.45,2.715902885,0,0,1,0,651,90,5,1,0,1
21,37590,3888,48,24,27,145,119086.99,131.8435535,2,4.86,146.45,2.715902885,0,0,1,0,634,80,2,1,0,1
11,460301,36654,37,24,26,144,354162.68,115.6044458,8.5,4.86,153.35,-4.146710947,0,0,0,0,662,80,8.08,1,0,1
33,37554,3883,60,25,27,145,355502.15,84.76091194,5,5.15,189.82,2.836358176,0,0,1,0,596,83,5,0,0,0
33,37482,3875,60,25,27,145,85060.19,85.93453564,7.875,5.15,189.82,2.836358176,0,1,0,0,662,80,7.875,0,0,0
21,37379,3863,48,25,27,145,43314.24,121.6869471,8.75,5.15,146.45,2.715902885,0,0,1,1,586,80,8.75,1,0,1
24,460155,36629,49,23,25,143,141024.72,105.7487398,6.99,4.39,154.94,2.456633821,0,0,1,0,692,80,6.99,1,0,1
13,37344,3859,40,25,27,145,172150.22,114.0244415,6.125,5.15,156.21,1.585965512,0,1,0,0,642,80,6.125,1,0,1
33,37324,3857,60,25,27,146,343306.56,79.46909485,2,5.15,189.82,2.836358176,0,0,1,0,602,80,2,0,0,0
12,460106,36624,37,23,25,143,386709.52,122.9890821,7.25,4.39,153.35,-4.146710947,0,0,0,0,633,85,5.99,1,0,1
11,460021,36613,37,23,26,144,238284.4,113.0547632,7.75,4.39,153.35,-4.146710947,0,0,1,0,651,80,7.35,1,0,1
14,460008,36611,40,23,26,144,287177.84,101.9903247,7.8,4.39,156.21,1.585965512,0,0,0,1,661,75,7.8,1,0,1
33,37185,3842,60,24,27,145,312604.67,81.88493768,2,4.86,189.82,2.836358176,0,0,0,0,689,80,2,0,0,0
14,37151,3841,41,24,27,145,362285.13,105.9576331,4.63,4.86,161.06,2.682496806,0,0,1,0,688,80,4.63,1,0,1
12,37132,3839,39,24,27,145,87975.44,110.2386518,8.7,4.86,158.16,-0.241080652,1,0,0,1,663,80,8.7,1,0,1
33,37109,3837,60,24,27,145,220475.14,78.75293751,2,4.86,189.82,2.836358176,0,0,1,0,634,80,2,0,0,0
33,37040,3829,60,24,27,145,113270.71,83.44853467,7.9,4.86,189.82,2.836358176,0,0,1,0,649,80,7.9,0,0,0
15,459923,36599,46,29,31,150,242592.34,95.43818965,6.5,5.03,155.61,1.175909032,0,0,1,0,681,69,7.15,1,0,1
29,459907,36598,60,29,31,149,81732.5,67.85633919,4.93,5.03,189.82,2.836358176,0,1,0,0,628,72.5,4.93,0,0,0
16,459877,36597,47,29,31,149,98265.66,114.2399065,12.05,5.03,149.58,1.668182319,0,1,0,0,559,80,12.05,1,0,1
29,459860,36596,60,29,31,150,93735.6,82.56934656,4.875,5.03,189.82,2.836358176,0,0,1,0,570,80,4.875,0,0,0
32,459830,36595,60,26,28,146,219632.79,61.7246468,7.99,4.64,189.82,2.836358176,0,0,0,0,685,51,7.99,0,0,0
20,36994,3825,47,24,27,145,528000,119.6684049,6.99,4.86,149.58,1.668182319,0,0,0,0,606,80,6.99,1,0,1
18,459788,36592,32,14,14,133,153228.87,54.31439545,10,3.96,186.12,1.10416276,0,0,1,0,583,68.4,0,1,0,1
14,36956,3822,41,25,27,145,120172.51,111.0808545,5.25,5.15,161.06,2.682496806,0,0,1,0,618,80,7.85,1,0,1
11,36936,3819,38,24,27,145,241288.78,109.7218433,8.625,4.86,158.77,-3.339549297,0,0,0,0,537,79.7,8.625,1,0,1
11,36887,3811,38,25,27,145,200266.79,111.9349408,9.125,5.15,158.77,-3.339549297,0,0,1,0,719,80,8.43,1,0,1
11,36875,3810,38,24,27,145,347066.19,125.412926,9.5,4.86,158.77,-3.339549297,1,0,0,0,588,90,9.5,1,0,1
33,36863,3809,60,24,27,145,90886.13,52.23602219,5.125,4.86,189.82,2.836358176,1,0,0,0,638,70.7,5.125,0,0,0
12,36829,3808,39,24,27,145,114401.38,110.8523222,10,4.86,158.16,-0.241080652,0,0,1,0,621,80,9.3,1,0,1
12,36816,3807,39,24,27,145,183750,106.102997,8.5,4.86,158.16,-0.241080652,0,0,0,0,760,75,7.5,1,0,1
29,36798,3805,56,24,27,145,75713.72,113.8714041,8.35,4.86,181.43,1.717052906,0,0,1,0,656,100,8.35,1,0,1
14,36744,3803,41,24,27,144,209693.9,93.9140393,7,4.86,161.06,2.682496806,0,0,1,0,602,67.7,7,1,0,1
13,36714,3797,40,24,27,145,108216.87,112.3233619,9.375,4.86,156.21,1.585965512,0,0,1,0,636,80,9.375,1,0,1
22,459574,36565,44,20,22,141,86838.32,120.7920403,8.65,4.5,150.91,1.875514938,0,1,0,0,680,100,8.65,1,0,1
33,36700,3796,60,24,27,145,208859.58,79.70494242,6,4.86,189.82,2.836358176,0,0,1,0,756,77.7,6,0,0,0
33,36666,3795,60,24,27,145,74094.84,118.0258997,2,4.86,189.82,2.836358176,0,0,1,0,644,100,9.68,0,0,0
11,36632,3794,38,24,27,145,75365.04,124.9526892,9.875,4.86,158.77,-3.339549297,0,0,1,0,553,90,9.15,1,0,1
33,36620,3793,60,24,27,145,185307.93,88.79325415,7,4.86,189.82,2.836358176,0,0,1,0,575,85,7,0,0,0
14,36579,3791,41,24,27,145,90000,125.0310443,8.875,4.86,161.06,2.682496806,0,0,1,0,603,90,8.875,1,0,1
38,459514,36559,60,20,22,140,15908.28,22.26030597,7.2,4.5,189.82,2.836358176,0,0,1,1,674,80,7.2,0,0,0
33,36556,3789,60,24,27,145,100829.32,100.722363,8.375,4.86,189.82,2.836358176,0,1,0,0,648,95.5,8.375,0,0,0
38,459470,36557,60,20,22,140,128982.82,75.20237303,6.5,4.5,189.82,2.836358176,0,0,1,0,607,80,6.5,0,0,0
16,459431,36556,38,20,22,140,91804.44,98.45108681,10.375,4.5,158.77,-3.339549297,0,0,1,0,579,80,9.8,1,0,1
11,36500,3786,38,24,27,145,212940.32,109.9233245,7.75,4.86,158.77,-3.339549297,0,0,1,0,670,80,7.75,1,0,1
11,36488,3785,38,24,27,145,220954.91,111.6076729,7.6,4.86,158.77,-3.339549297,1,0,0,0,656,80,7.6,1,0,1
13,36476,3784,40,24,27,145,305854.36,126.9842307,8,4.86,156.21,1.585965512,0,0,1,0,619,90,7,1,0,1
14,36460,3782,41,24,27,145,116891.56,143.7077072,7,4.86,161.06,2.682496806,0,0,1,0,580,100,8.875,1,0,1
33,36441,3780,60,24,27,145,132497.41,106.245643,8.2,4.86,189.82,2.836358176,0,1,0,0,682,100,8.2,0,0,0
13,459337,36548,35,20,22,140,265054.8,106.8047942,8.125,4.5,162.09,-2.805844087,0,0,1,0,544,90,6.85,1,0,1
20,36381,3774,47,24,27,145,241943.61,150.2522412,2.5,4.86,149.58,1.668182319,0,1,0,0,650,100,2.5,1,0,1
11,459290,36543,37,23,26,144,148163.65,112.8446985,7.8,4.39,153.35,-4.146710947,0,0,1,0,609,80,7.8,1,0,1
28,459278,36542,54,23,26,144,254421.06,108.1762237,9.3,4.39,179.97,1.507358708,0,0,1,0,606,95,9.3,1,0,1
11,36360,3773,38,24,27,145,388907.04,110.7223271,8.625,4.86,158.77,-3.339549297,0,0,1,0,759,80,7.85,1,0,1
33,36346,3771,60,24,27,144,82106.13,100.2927048,7.5,4.86,189.82,2.836358176,0,0,1,0,588,95,7.5,0,0,0
14,36312,3770,41,24,27,145,122566,74.05516868,9.25,4.86,161.06,2.682496806,0,0,0,0,617,54.8,9.25,1,0,1
12,36292,3767,39,24,27,145,369848.95,95.14483746,6.4,4.86,158.16,-0.241080652,0,0,1,0,694,69.1,6.4,1,0,1
11,36266,3763,38,24,27,145,117441.72,109.6074452,8.125,4.86,158.77,-3.339549297,0,1,0,0,695,80,7,1,0,1
35,459198,36531,60,23,25,162,173332.87,108.3316954,4.875,4.39,189.82,2.836358176,0,0,1,0,598,90,4.875,0,0,0
33,36244,3760,60,24,27,145,85558.58,86.9414049,9.25,4.86,189.82,2.836358176,0,0,1,0,655,80,9.5,0,0,0
35,459153,36527,60,22,25,143,117750.61,79.09908374,6.5,4.34,189.82,2.836358176,0,0,1,0,736,80,6.5,0,0,0
22,36201,3757,48,24,26,145,174587.06,118.2272939,5.5,4.86,146.45,2.715902885,0,1,0,0,596,80,5.5,1,0,1
11,459115,36525,36,22,25,143,524913.91,111.2828373,8.25,4.34,151.48,-3.516567987,0,0,1,0,630,80,6.99,1,0,1
34,36178,3756,60,25,26,145,83200.46,110.3289358,8.125,5.15,189.82,2.836358176,0,0,1,0,598,100,8.125,0,0,0
29,459094,36522,60,29,31,150,90119.69,38.5136041,2,5.03,189.82,2.836358176,0,1,0,0,627,54.3,2,0,0,0
18,459064,36521,49,29,31,149,359477.86,80.09021347,6.9,5.03,154.94,2.456633821,0,0,1,0,567,58.6,6.9,1,0,1
33,36131,3752,60,25,27,145,135075.52,94.52882883,2,5.15,189.82,2.836358176,0,1,0,0,610,80,8.45,0,0,0
18,35974,3744,45,24,27,166,175087.37,101.1837,2,4.86,154.87,1.639154926,0,0,1,0,608,70,2,1,0,1
33,36015,3747,60,23,27,143,275457.54,54.11223584,2,4.39,189.82,2.836358176,0,0,1,0,669,89.9,2,0,0,0
34,36084,3749,60,24,26,145,187266.07,42.02561816,2,4.86,189.82,2.836358176,0,0,1,0,718,80,5.875,0,0,0
33,36049,3748,60,24,27,145,113368.97,90.66043371,5.625,4.86,189.82,2.836358176,0,0,1,0,532,85,5.625,0,0,0
31,586938,46335,60,27,29,147,103795.94,83.86594595,2.7,4.71,189.82,2.836358176,0,0,1,0,580,80,0,0,0,0
17,459014,36514,48,29,31,149,354810.15,138.5331606,8.5,5.03,146.45,2.715902885,0,0,1,0,619,94.7,8.5,1,0,1
29,458996,36513,60,29,31,89,64691.17,30.87579745,2,5.03,189.82,2.836358176,0,0,1,0,615,57.1,2,0,0,0
16,458966,36512,41,22,25,143,0,0,6.15,4.34,161.06,2.682496806,0,0,1,0,705,90,6.15,0,0,0
33,35954,3742,60,24,27,145,185758.17,46.58607967,2,4.86,189.82,2.836358176,0,1,0,0,595,61.7,2,0,0,0
26,35920,3741,53,24,27,145,266522.54,86.09230572,7.875,4.86,173.17,0.892996155,0,0,1,0,548,70,8.125,1,0,1
33,35892,3739,60,23,27,144,107241.65,96.48145006,8.125,4.39,189.82,2.836358176,0,0,1,0,551,88.5,9.3,0,0,0
15,35807,3730,41,24,26,145,39203.87,136.1583558,10.75,4.86,161.06,2.682496806,1,0,0,0,593,100,10.75,1,0,1
32,458881,36497,60,26,28,146,75947.14,89.21504845,9.84,4.64,189.82,2.836358176,0,0,1,0,703,84.2,9.84,0,0,0
38,458848,36496,60,20,22,140,84731.96,82.91870165,7.9,4.5,189.82,2.836358176,0,1,0,0,586,91,7.9,0,0,0
34,35785,3727,60,24,26,144,168022.89,97.06461203,8.75,4.86,189.82,2.836358176,0,0,1,0,562,86.5,8.75,0,0,0
34,35750,3726,60,24,26,183,314171.15,100.4030451,3,4.86,189.82,2.836358176,0,0,1,0,612,95,3,0,0,0
33,35698,3721,60,24,27,144,163240.26,83.47903557,2.001,4.86,189.82,2.836358176,0,1,0,0,596,80,2.001,0,0,0
17,35656,3719,44,24,27,144,247620.04,116.1833064,7.726,4.86,150.91,1.875514938,0,0,1,0,630,80,7.726,1,0,1
19,458757,36484,32,11,13,131,82838.35,55.51010574,11.5,3.83,186.12,1.10416276,0,0,1,0,523,75,0,1,0,1
11,458737,36483,24,10,13,131,71593.48,57.60306579,10.125,3.63,223.75,3.121195089,0,0,1,0,634,95,0,1,0,1
33,35604,3711,60,24,27,144,368838.1,77.91528295,7.65,4.86,189.82,2.836358176,0,1,0,0,673,70,7.65,0,0,0
34,458673,36476,47,10,13,131,67428.3,90.56189162,2,3.63,149.58,1.668182319,0,0,1,0,521,80,0,0,0,0
15,458622,36473,28,11,13,131,128664.1,56.26825293,10.125,3.83,219.67,1.22917225,0,0,0,0,580,90,0,1,0,1
33,35556,3703,60,24,27,104,96957.45,58.01443055,7.04,4.86,189.82,2.836358176,0,0,1,0,552,70,7.04,0,0,0
29,458578,36467,60,29,31,149,234170.41,92.46804054,8.6,5.03,189.82,2.836358176,0,0,1,0,619,80,8.6,0,0,0
47,458533,36464,60,11,13,131,102835.75,45.33679816,6.2,3.83,189.82,2.836358176,0,0,0,0,731,78.9,6.2,0,0,0
19,458485,36463,32,10,13,131,57343.5,56.9450245,10.38,3.63,186.12,1.10416276,0,0,1,0,523,80,0,1,0,1
